date,temperature_2m (°C)_max,temperature_2m (°C)_min,temperature_2m (°C)_mean,precipitation (mm)_max,precipitation (mm)_min,precipitation (mm)_mean,cloudcover (%)_max,cloudcover (%)_min,cloudcover (%)_mean,surface_pressure (hPa)_max,surface_pressure (hPa)_min,surface_pressure (hPa)_mean,wind_speed_10m (km/h)_max,wind_speed_10m (km/h)_min,wind_speed_10m (km/h)_mean,dewpoint_2m (°C)_max,dewpoint_2m (°C)_min,dewpoint_2m (°C)_mean,fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2024-12-29,14.7,1.0,6.416666666666667,0.0,0.0,0.0,12,0,2.458333333333333,1024.5,1022.7,1023.5,10.7,0.5,6.708333333333333,7.9,-0.5,2.8083333333333336,2024-12-29,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,6","0,0","5,1",07:40,"16,2",13:00,99.0,"2,5","5,0",Varias,69.0,86.0,03:40,46.0,12:40
2024-12-30,14.1,0.4,5.554166666666667,0.0,0.0,0.0,4,0,0.7083333333333334,1025.6,1023.5,1024.4916666666666,10.1,1.2,6.375,7.7,-2.0,1.8625,2024-12-30,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"9,3","0,0","4,4",07:40,"14,2",13:00,21.0,"2,2","5,6",14:00,76.0,89.0,20:50,59.0,11:40
2024-12-31,13.1,0.2,6.066666666666666,0.0,0.0,0.0,100,0,24.75,1027.1,1025.1,1025.8625,9.2,1.1,6.508333333333333,9.9,-2.2,3.625,2024-12-31,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"9,8","0,0","5,5",07:30,"14,0",13:00,35.0,"2,5","6,1",04:10,88.0,93.0,Varias,69.0,10:50
2025-01-01,13.4,2.8,7.308333333333334,0.0,0.0,0.0,100,0,44.875,1027.3,1023.6,1025.2583333333334,9.7,0.3,6.2,8.5,1.5,4.991666666666666,2025-01-01,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,8","0,0","6,9",08:00,"14,6",13:00,35.0,"1,7","6,1",09:10,86.0,92.0,Varias,78.0,11:40
2025-01-02,14.1,1.9,6.4125000000000005,0.0,0.0,0.0,99,0,28.041666666666668,1023.6,1018.1,1020.4708333333332,10.4,7.1,9.4125,5.5,0.5,2.3375,2025-01-02,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,2","0,0","7,3",02:00,"15,2",13:40,30.0,"4,2","10,8",18:40,62.0,90.0,00:00,52.0,Varias
2025-01-03,11.8,4.9,8.483333333333333,0.0,0.0,0.0,100,35,91.79166666666669,1019.2,1013.6,1016.0166666666668,16.6,6.9,11.579166666666666,5.3,1.2,3.2625,2025-01-03,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,0","0,0","6,9",00:50,"15,2",14:30,28.0,"3,1","13,3",08:40,66.0,82.0,23:59,52.0,14:30
2025-01-04,15.0,6.4,9.6625,0.0,0.0,0.0,100,0,50.875,1016.7,1013.2,1014.925,10.2,2.8,6.991666666666667,10.0,4.2,6.708333333333333,2025-01-04,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,2","0,0","9,9",03:30,"16,5",13:20,35.0,"1,7","7,8",00:20,83.0,92.0,Varias,68.0,13:20
2025-01-05,15.1,4.7,9.091666666666669,0.0,0.0,0.0,100,35,88.91666666666667,1012.8,1003.5,1007.4791666666666,10.4,5.0,7.658333333333334,8.0,4.1,6.0875,2025-01-05,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,0","0,0","10,4",02:00,"15,5",11:50,26.0,"3,9","8,9",15:10,76.0,91.0,20:10,58.0,11:50
2025-01-06,16.9,7.8,12.216666666666669,0.2,0.0,0.025,100,3,83.0,1004.1,998.1,1000.5791666666668,13.8,1.4,6.720833333333334,10.3,5.4,7.7,2025-01-06,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,5","0,5","11,3",00:20,"17,7",13:00,11.0,"2,8","9,2",20:50,70.0,93.0,Varias,62.0,12:50
2025-01-07,13.9,5.8,9.6,0.1,0.0,0.0041666666666666,98,0,15.875,1012.4,1004.8,1009.825,15.7,5.6,11.029166666666669,9.8,1.4,3.3208333333333333,2025-01-07,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,5","0,0","8,3",07:30,"14,7",15:00,29.0,"3,3","11,7",13:20,56.0,77.0,Varias,46.0,15:10
2025-01-08,18.3,9.0,12.245833333333332,0.0,0.0,0.0,100,0,43.91666666666666,1012.3,1007.7,1010.025,14.8,4.3,9.875,9.6,2.7,6.2875000000000005,2025-01-08,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"15,0","0,0","11,9",04:30,"18,1",12:50,28.0,"4,2","11,7",08:50,73.0,85.0,18:00,48.0,23:59
2025-01-09,19.0,11.8,14.616666666666667,0.0,0.0,0.0,100,0,26.541666666666668,1014.5,1007.9,1009.8083333333334,28.3,0.9,17.066666666666666,7.4,5.1,6.120833333333334,2025-01-09,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"16,0","0,0","13,0",23:59,"19,1",14:50,32.0,"4,2","17,5",12:30,56.0,70.0,23:59,47.0,14:00
2025-01-10,19.0,6.8,12.545833333333334,0.0,0.0,0.0,100,0,38.54166666666666,1017.2,1013.9,1015.3166666666666,12.2,1.9,6.954166666666667,9.7,5.0,7.283333333333334,2025-01-10,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"15,2","0,0","10,9",07:30,"19,4",15:00,29.0,"2,2","9,2",14:20,76.0,89.0,07:10,58.0,14:30
2025-01-11,19.2,9.5,13.8125,1.0,0.0,0.0416666666666666,100,1,58.5,1016.5,1011.1,1013.0333333333332,12.7,1.0,8.091666666666667,10.7,2.2,7.829166666666667,2025-01-11,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"16,0","0,0","13,3",Varias,"18,6",13:10,8.0,"2,5","11,7",19:50,74.0,90.0,21:40,38.0,19:00
2025-01-12,13.7,4.8,9.529166666666669,0.0,0.0,0.0,1,0,0.0416666666666666,1022.5,1015.5,1018.5458333333332,15.5,1.2,6.791666666666667,8.4,-10.6,-4.404166666666667,2025-01-12,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,6","0,0","6,3",23:59,"15,0",10:50,99.0,"5,8","13,3",14:50,45.0,66.0,00:00,30.0,10:40
2025-01-13,12.0,0.2,5.954166666666667,0.0,0.0,0.0,38,0,2.0,1025.4,1021.9,1023.05,10.9,0.6,5.541666666666667,2.3,-8.2,-3.1333333333333333,2025-01-13,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"8,4","0,0","4,9",06:20,"11,8",15:10,36.0,"1,7","5,8",08:40,53.0,68.0,22:40,44.0,10:20
2025-01-14,11.6,-0.9,4.5625,0.0,0.0,0.0,37,0,2.6666666666666665,1026.7,1023.2,1024.8916666666669,12.9,1.6,7.125,1.8,-8.4,-3.4625,2025-01-14,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"7,9","0,0","3,7",06:40,"12,1",13:40,34.0,"2,8","7,2",04:50,59.0,78.0,20:40,44.0,Varias
2025-01-15,12.3,-0.7,4.0625,0.0,0.0,0.0,79,0,16.208333333333332,1024.7,1016.7,1020.7041666666668,10.8,4.1,8.579166666666667,-1.0,-5.4,-3.3208333333333333,2025-01-15,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"7,8","0,0","2,6",07:00,"13,1",15:00,30.0,"2,2","8,1",14:40,55.0,72.0,Varias,39.0,13:50
2025-01-16,12.0,0.2,5.7,0.4,0.0,0.0499999999999999,100,0,40.625,1023.7,1018.2,1020.3625,24.6,4.9,13.358333333333334,4.6,-4.1,-0.2083333333333333,2025-01-16,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"8,6","2,8","4,6",02:40,"12,5",11:40,10.0,"6,9","22,8",14:10,71.0,92.0,23:30,59.0,10:30
2025-01-17,13.6,6.9,9.629166666666666,0.2,0.0,0.0291666666666666,77,1,32.25,1024.8,1022.2,1023.3833333333332,19.6,7.1,14.933333333333332,4.9,-3.0,2.1416666666666666,2025-01-17,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,5","0,0","7,5",23:30,"13,5",14:20,6.0,"6,1","13,3",10:50,68.0,96.0,01:00,48.0,18:30
2025-01-18,14.7,1.9,7.304166666666667,0.0,0.0,0.0,100,0,48.25,1022.2,1016.9,1019.125,11.5,2.3,7.891666666666667,5.5,-2.7,0.3625,2025-01-18,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"9,2","0,0","5,0",07:50,"13,5",12:40,35.0,"2,2","5,8",08:00,65.0,74.0,18:00,48.0,10:40
2025-01-19,13.9,5.3,8.716666666666667,0.0,0.0,0.0,100,7,82.66666666666667,1017.1,1013.7,1015.3375,9.1,0.2,5.525,7.8,-0.0,2.7458333333333336,2025-01-19,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,2","0,0","8,3",23:59,"14,0",12:40,36.0,"2,5","4,4",Varias,63.0,80.0,23:50,54.0,10:50
2025-01-20,14.1,3.2,7.604166666666667,0.1,0.0,0.0041666666666666,100,0,60.5,1015.0,1010.5,1012.475,10.1,2.6,6.1000000000000005,7.8,1.9,4.554166666666666,2025-01-20,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,2","0,0","6,9",03:00,"13,5",14:30,26.0,"1,4","5,3",18:20,84.0,90.0,Varias,75.0,10:30
2025-01-21,13.5,2.9,7.8125,0.4,0.0,0.025,100,5,77.45833333333333,1011.5,1007.5,1009.4333333333334,10.1,1.5,6.1875,8.7,1.4,4.741666666666666,2025-01-21,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"9,8","0,0","6,4",07:00,"13,3",14:00,35.0,"1,9","4,4",09:50,82.0,93.0,Varias,69.0,12:50
2025-01-22,18.3,5.1,11.383333333333333,0.0,0.0,0.0,99,1,53.625,1007.5,1002.9,1004.8083333333334,15.7,3.7,8.408333333333333,10.6,4.8,7.6125,2025-01-22,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,5","0,0","10,1",07:30,"18,9",15:00,28.0,"2,5","9,4",15:40,75.0,94.0,Varias,53.0,Varias
2025-01-23,16.9,7.8,12.0375,0.0,0.0,0.0,99,0,41.125,1014.0,1004.9,1008.6458333333334,9.3,1.1,6.104166666666667,11.9,6.4,9.083333333333334,2025-01-23,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,3","0,0","12,1",23:59,"16,5",08:50,28.0,"1,4","6,7",00:10,89.0,93.0,Varias,62.0,Varias
2025-01-24,19.1,6.3,11.6,0.0,0.0,0.0,100,0,62.41666666666666,1014.5,1011.1,1013.1583333333332,11.6,1.7,7.379166666666666,10.8,6.2,8.950000000000001,2025-01-24,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,6","0,0","9,1",06:00,"20,2",14:00,24.0,"2,8","8,9",15:30,81.0,93.0,Varias,59.0,14:50
2025-01-25,17.9,5.7,11.695833333333333,0.8,0.0,0.0375,100,0,40.91666666666666,1012.0,1006.8,1009.1875,13.4,4.2,8.054166666666667,10.6,5.1,7.625,2025-01-25,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,6","0,0","11,0",04:40,"18,2",15:30,99.0,"3,3","9,7",15:50,82.0,93.0,Varias,53.0,15:50
2025-01-26,16.9,6.4,11.516666666666666,0.0,0.0,0.0,100,0,63.125,1014.6,1008.8,1012.1,14.7,2.7,7.829166666666667,8.9,2.9,6.154166666666666,2025-01-26,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,2","0,0","11,0",06:10,"17,4",12:20,24.0,"3,6","11,1",13:40,74.0,89.0,16:30,52.0,12:10
2025-01-27,19.4,12.0,16.533333333333335,0.6,0.0,0.0499999999999999,100,0,69.08333333333333,1008.3,999.4,1002.7208333333332,26.4,10.4,19.633333333333333,12.9,7.9,11.2,2025-01-27,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"16,9","0,6","13,8",00:50,"20,0",15:40,27.0,"6,4","17,5",21:40,76.0,91.0,19:40,53.0,23:59
2025-01-28,14.9,10.2,12.654166666666669,0.0,0.0,0.0,100,0,31.45833333333333,1012.3,1001.3,1006.4916666666668,24.5,11.2,18.370833333333334,6.3,-1.0,0.8624999999999999,2025-01-28,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,3","0,0","11,4",07:00,"15,2",14:40,32.0,"5,6","16,4",04:50,47.0,60.0,22:40,40.0,15:00
2025-01-29,14.8,8.2,11.316666666666668,0.4,0.0,0.0166666666666666,100,0,56.333333333333336,1014.2,1006.4,1010.8333333333334,17.8,6.0,12.35,6.7,1.2,3.0875,2025-01-29,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,6","0,0","10,1",06:00,"15,0",13:20,31.0,"4,2","13,3",03:00,63.0,82.0,19:20,49.0,Varias
2025-01-30,14.8,6.4,9.9,2.8,0.0,0.1708333333333333,100,0,23.166666666666668,1015.1,1004.2,1007.625,17.7,0.6,8.2875,7.7,2.7,4.5625,2025-01-30,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,5","0,0","9,9",07:00,"15,1",13:40,31.0,"2,8","13,1",11:50,62.0,80.0,Varias,51.0,13:40
2025-01-31,14.7,5.7,9.241666666666667,0.0,0.0,0.0,97,0,16.625,1021.5,1015.9,1019.325,11.8,1.7,7.462499999999999,5.5,1.6,3.220833333333333,2025-01-31,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,2","0,0","8,2",06:00,"14,2",15:00,28.0,"1,9","6,9",15:40,68.0,80.0,Varias,56.0,15:00
2025-02-01,11.6,4.7,7.629166666666666,1.1,0.0,0.1083333333333333,100,0,61.75,1020.4,1015.6,1017.3125,11.2,2.3,7.337499999999999,6.9,1.0,3.8,2025-02-01,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"9,0","7,2","7,0",05:40,"11,0",16:50,10.0,"1,7","10,0",Varias,83.0,95.0,10:00,75.0,06:10
2025-02-02,14.7,4.0,8.7875,0.0,0.0,0.0,100,7,68.33333333333333,1016.0,1012.6,1014.1833333333334,9.3,0.3,6.783333333333334,4.8,0.6,2.8625000000000003,2025-02-02,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,0","0,0","7,9",03:00,"14,2",12:10,13.0,"1,9","5,3",14:30,80.0,92.0,03:00,62.0,11:20
2025-02-03,16.5,3.9,9.208333333333334,0.0,0.0,0.0,96,0,8.5,1020.5,1016.1,1017.7916666666666,11.5,3.1,8.166666666666666,4.9,0.3,2.2625,2025-02-03,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,6","0,0","7,1",07:30,"16,2",12:10,99.0,"3,1","5,8",Varias,66.0,81.0,17:10,50.0,11:00
2025-02-04,16.6,2.6,8.6,0.0,0.0,0.0,2,0,0.125,1024.6,1020.6,1021.8,10.4,3.3,8.1,5.2,-0.7,2.2583333333333333,2025-02-04,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,0","0,0","6,0",06:10,"16,0",13:20,21.0,"2,8","6,7",14:00,79.0,91.0,20:20,55.0,10:30
2025-02-05,16.0,2.4,8.408333333333333,0.0,0.0,0.0,34,0,8.375,1028.1,1024.9,1026.5166666666669,9.9,0.2,6.6875,8.3,0.1,4.008333333333334,2025-02-05,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,0","0,0","6,6",04:40,"15,3",10:50,36.0,"2,8","5,0",04:30,83.0,92.0,Varias,59.0,10:50
2025-02-06,14.6,2.1,8.145833333333334,0.0,0.0,0.0,100,0,17.208333333333332,1027.5,1020.9,1024.2791666666667,9.4,0.2,5.954166666666667,7.7,0.3,4.45,2025-02-06,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,2","0,0","6,6",07:00,"13,8",12:50,36.0,"2,2","4,7",08:30,86.0,92.0,Varias,79.0,11:40
2025-02-07,13.2,4.7,9.241666666666667,1.7,0.0,0.1208333333333333,100,46,87.375,1020.4,1013.1,1016.1083333333332,14.8,1.7,7.825,9.0,4.6,6.6875,2025-02-07,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,0","6,6","8,9",07:40,"13,2",13:20,20.0,"3,9","13,9",23:30,86.0,94.0,23:59,80.0,14:50
2025-02-08,11.5,4.7,9.025,2.1,0.0,0.3625,100,0,48.833333333333336,1018.9,1009.8,1013.9916666666668,17.1,1.4,8.354166666666666,10.7,2.7,6.066666666666666,2025-02-08,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,4","0,0","7,1",23:59,"13,6",03:30,21.0,"2,5","16,1",03:10,82.0,94.0,Varias,67.0,13:50
2025-02-09,12.9,0.9,7.2625,0.0,0.0,0.0,100,0,41.66666666666666,1022.1,1019.4,1020.6041666666666,8.9,1.8,5.858333333333333,8.2,-0.2,4.6625000000000005,2025-02-09,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,0","0,0","5,7",07:00,"14,3",15:10,22.0,"2,2","5,8",17:00,79.0,90.0,Varias,71.0,Varias
2025-02-10,14.3,4.9,9.904166666666669,0.2,0.0,0.0125,100,27,87.375,1020.7,1016.9,1018.5875,12.6,2.7,6.7125,10.7,4.3,7.795833333333333,2025-02-10,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,4","0,0","8,6",04:00,"14,3",15:00,24.0,"2,8","8,1",16:00,90.0,93.0,Varias,82.0,Varias
2025-02-11,14.8,8.0,11.3375,0.5,0.0,0.0458333333333333,100,5,67.0,1017.4,1012.8,1014.7833333333332,12.0,0.3,4.9625,10.1,7.5,8.85,2025-02-11,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,9","0,0","11,1",23:59,"14,7",10:20,21.0,"3,1","7,8",13:50,91.0,94.0,Varias,86.0,09:50
2025-02-12,13.3,6.0,9.783333333333331,3.5,0.0,0.8291666666666666,100,89,99.45833333333331,1013.1,1009.0,1010.8583333333332,9.2,1.8,5.404166666666666,11.6,5.7,8.9,2025-02-12,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,4","26,1","9,4",05:20,"13,5",12:10,6.0,"1,7","8,3",20:20,93.0,95.0,Varias,87.0,Varias
2025-02-13,16.2,6.8,11.058333333333332,0.6,0.0,0.0333333333333333,100,4,57.79166666666666,1014.7,1011.7,1013.1458333333334,10.8,3.3,6.7625,10.3,6.4,8.820833333333333,2025-02-13,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,6","0,0","11,1",02:00,"16,0",12:20,21.0,"1,7","7,2",14:50,83.0,92.0,Varias,74.0,11:30
2025-02-14,15.9,5.6,10.2125,0.0,0.0,0.0,100,0,51.458333333333336,1013.7,1010.0,1012.0083333333332,8.5,2.0,4.933333333333334,10.7,4.9,7.866666666666667,2025-02-14,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,8","0,0","9,3",07:00,"16,3",13:40,99.0,"1,7","4,2",Varias,85.0,92.0,Varias,73.0,12:00
2025-02-15,12.3,6.9,10.333333333333334,0.1,0.0,0.0041666666666666,100,4,70.95833333333333,1013.6,1010.2,1011.6625,10.8,0.7,5.320833333333334,9.7,3.1,7.025,2025-02-15,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,6","0,0","10,6",09:10,"12,6",05:00,11.0,"3,6","9,2",05:10,76.0,91.0,02:00,67.0,13:30
2025-02-16,16.3,5.4,10.320833333333333,0.0,0.0,0.0,100,1,76.83333333333333,1010.3,1007.4,1008.6791666666668,7.9,1.6,5.091666666666667,11.7,5.3,8.5,2025-02-16,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,8","0,0","11,6",05:50,"16,1",15:00,22.0,"2,5","7,2",14:10,90.0,93.0,Varias,79.0,14:20
2025-02-17,15.8,5.2,10.629166666666666,0.0,0.0,0.0,100,0,45.25,1012.8,1009.1,1010.7583333333332,8.8,2.8,5.9,11.7,4.9,8.933333333333334,2025-02-17,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,,"0,0",,,,,,,,,,,,,
2025-02-18,15.1,7.6,11.2875,0.2,0.0,0.0166666666666666,100,52,96.54166666666669,1013.0,1010.5,1011.8875,7.0,1.9,4.641666666666667,11.9,7.6,9.975,2025-02-18,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,8","0,0","10,2",04:50,"15,3",14:30,3.0,"1,7","3,9",04:50,92.0,94.0,Varias,89.0,09:00
2025-02-19,15.6,6.9,11.358333333333334,0.2,0.0,0.0208333333333333,100,84,98.66666666666669,1019.8,1012.5,1015.2291666666666,14.7,4.0,9.1875,12.4,6.9,9.945833333333333,2025-02-19,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,6","0,0","10,3",06:30,"14,9",12:00,8.0,"5,8","9,4",17:30,94.0,94.0,Varias,88.0,09:40
2025-02-20,14.0,11.1,12.358333333333334,0.0,0.0,0.0,100,69,97.25,1023.2,1020.1,1021.5916666666668,8.4,1.1,4.7375,11.1,9.8,10.4625,2025-02-20,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,6","0,0","12,4",05:50,"14,9",14:00,9.0,"3,1","6,1",04:00,91.0,93.0,Varias,86.0,14:50
2025-02-21,14.3,11.7,12.5625,0.2,0.0,0.0291666666666666,100,100,100.0,1023.2,1017.7,1020.4708333333332,12.3,2.2,6.404166666666666,11.9,9.4,10.85,2025-02-21,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,9","0,1","12,1",Varias,"13,7",16:10,23.0,"1,9","4,7",11:30,93.0,95.0,Varias,90.0,07:00
2025-02-22,15.2,11.0,12.820833333333333,2.3,0.0,0.3374999999999999,100,96,99.83333333333331,1018.8,1015.4,1016.3208333333332,9.7,0.7,5.4750000000000005,13.0,9.9,11.9,2025-02-22,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,8","0,2","12,6",23:59,"15,1",10:50,24.0,"2,5","6,9",04:10,94.0,94.0,Varias,86.0,22:00
2025-02-23,16.3,8.9,11.9125,0.3,0.0,0.0458333333333333,100,0,64.16666666666667,1025.4,1019.0,1022.4166666666666,7.8,1.1,4.395833333333333,10.6,8.6,9.779166666666669,2025-02-23,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,2","0,5","11,2",23:59,"15,3",13:20,34.0,"1,4","5,6",08:50,87.0,93.0,Varias,79.0,12:50
2025-02-24,16.1,5.1,10.6125,0.0,0.0,0.0,100,26,80.16666666666667,1025.1,1018.9,1021.8166666666666,14.8,3.4,7.433333333333334,11.0,4.9,8.358333333333333,2025-02-24,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,0","0,0","9,0",05:20,"17,0",11:50,28.0,"2,8","10,8",15:50,87.0,93.0,Varias,69.0,10:40
2025-02-25,16.3,6.2,11.104166666666666,0.3,0.0,0.0416666666666666,100,0,83.58333333333333,1018.3,1013.2,1014.9416666666666,12.9,1.5,7.183333333333334,11.5,4.9,8.570833333333333,2025-02-25,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,6","0,1","10,3",21:20,"16,9",10:00,9.0,"2,8","11,4",20:50,86.0,93.0,Varias,54.0,09:50
2025-02-26,15.0,5.7,10.083333333333334,2.6,0.0,0.1166666666666666,100,0,14.291666666666666,1019.4,1016.4,1017.9541666666668,11.7,1.5,6.704166666666667,9.8,2.1,5.908333333333334,2025-02-26,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,7","0,0","8,0",06:50,"15,4",11:30,28.0,"3,9","8,6",06:50,73.0,91.0,00:00,47.0,11:20
2025-02-27,15.0,4.7,10.033333333333331,0.0,0.0,0.0,100,0,87.5,1017.7,1013.6,1015.4375,8.5,1.0,5.116666666666666,10.7,3.6,7.183333333333334,2025-02-27,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,9","0,0","8,2",Varias,"15,6",13:30,21.0,"2,5","5,3",16:50,88.0,93.0,Varias,75.0,09:20
2025-02-28,14.4,5.9,10.108333333333333,0.0,0.0,0.0,100,1,68.75,1015.4,1012.8,1014.0541666666668,12.9,2.3,6.704166666666667,8.7,4.5,6.491666666666667,2025-02-28,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,4","0,0","9,8",05:40,"14,9",14:00,9.0,"3,9","8,6",11:00,84.0,93.0,Varias,74.0,Varias
2025-03-01,14.0,4.8,9.570833333333333,0.0,0.0,0.0,100,4,81.20833333333333,1014.9,1011.8,1012.775,12.8,1.6,5.15,7.3,3.5,5.216666666666667,2025-03-01,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,2","0,0","8,7",06:40,"13,7",14:00,10.0,"5,8","11,4",16:40,75.0,89.0,Varias,49.0,23:59
2025-03-02,14.9,8.0,11.245833333333332,0.0,0.0,0.0,100,32,81.66666666666667,1019.2,1015.0,1016.9541666666668,24.6,2.8,13.3625,6.6,2.0,4.879166666666666,2025-03-02,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,4","0,0","10,7",06:30,"14,2",12:30,8.0,"6,4","15,6",14:20,74.0,82.0,17:50,48.0,01:50
2025-03-03,13.4,11.0,12.05,2.6,0.0,0.4791666666666667,100,41,94.04166666666669,1018.9,1016.6,1017.6708333333332,19.7,13.3,15.954166666666666,10.9,5.7,8.825000000000001,2025-03-03,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,9","2,1","12,3",05:30,"13,5",11:00,9.0,"6,4","15,8",14:40,89.0,94.0,14:30,78.0,00:00
2025-03-04,16.5,11.3,13.166666666666666,0.2,0.0,0.0208333333333333,100,0,44.04166666666666,1017.7,1015.4,1016.4375,17.8,10.6,14.25,9.7,7.5,8.7875,2025-03-04,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,0","0,0","11,6",04:00,"14,3",14:20,8.0,"6,1","10,8",18:50,91.0,93.0,Varias,81.0,16:40
2025-03-05,16.4,10.2,12.604166666666666,0.0,0.0,0.0,100,0,29.625,1018.0,1016.3,1017.0708333333332,21.2,5.5,13.8125,9.7,5.3,8.020833333333334,2025-03-05,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,2","0,0","10,2",06:40,"14,3",11:30,9.0,"7,8","13,9",13:00,88.0,92.0,Varias,77.0,08:30
2025-03-06,14.1,11.2,12.279166666666669,2.5,0.0,0.7625000000000001,100,42,90.79166666666669,1017.0,1013.1,1014.4958333333334,21.4,12.9,16.783333333333335,11.2,7.5,9.6625,2025-03-06,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,8","6,0","11,2",23:30,"14,4",10:40,10.0,"8,3","13,1",22:30,93.0,95.0,Varias,86.0,Varias
